ID categoría,Dominio,Categoría,Proveedor representativo,Prioridad,Estado validación,Notas
C069,"Governance, Risk & Compliance",Enterprise GRC,MetricStream,Alta,Pendiente,
C069,"Governance, Risk & Compliance",Enterprise GRC,IBM OpenPages,Alta,Pendiente,
C069,"Governance, Risk & Compliance",Enterprise GRC,OneTrust,Alta,Pendiente,
C069,"Governance, Risk & Compliance",Enterprise GRC,SAP,Alta,Pendiente,
C070,"Governance, Risk & Compliance",IT Risk Management,ServiceNow,Alta,Pendiente,
C070,"Governance, Risk & Compliance",IT Risk Management,Archer,Alta,Pendiente,
C070,"Governance, Risk & Compliance",IT Risk Management,OneTrust,Alta,Pendiente,
C070,"Governance, Risk & Compliance",IT Risk Management,LogicGate,Alta,Pendiente,
C070,"Governance, Risk & Compliance",IT Risk Management,AuditBoard,Alta,Pendiente,
C071,"Governance, Risk & Compliance",Third-Party Risk Management,OneTrust,Alta,Pendiente,
C071,"Governance, Risk & Compliance",Third-Party Risk Management,ProcessUnity,Alta,Pendiente,
C071,"Governance, Risk & Compliance",Third-Party Risk Management,ServiceNow,Alta,Pendiente,
C071,"Governance, Risk & Compliance",Third-Party Risk Management,SecurityScorecard,Alta,Pendiente,
C071,"Governance, Risk & Compliance",Third-Party Risk Management,BitSight,Alta,Pendiente,
C071,"Governance, Risk & Compliance",Third-Party Risk Management,UpGuard,Alta,Pendiente,
C072,"Governance, Risk & Compliance",Continuous Controls Monitoring,Drata,Alta,Pendiente,
C072,"Governance, Risk & Compliance",Continuous Controls Monitoring,Vanta,Alta,Pendiente,
C072,"Governance, Risk & Compliance",Continuous Controls Monitoring,Secureframe,Alta,Pendiente,
C072,"Governance, Risk & Compliance",Continuous Controls Monitoring,Hyperproof,Alta,Pendiente,
C072,"Governance, Risk & Compliance",Continuous Controls Monitoring,Thoropass,Alta,Pendiente,
C073,"Governance, Risk & Compliance",Cyber Risk Quantification,Safe Security,Media,Pendiente,
C073,"Governance, Risk & Compliance",Cyber Risk Quantification,Axio,Media,Pendiente,
C073,"Governance, Risk & Compliance",Cyber Risk Quantification,Kovrr,Media,Pendiente,
C073,"Governance, Risk & Compliance",Cyber Risk Quantification,RiskLens,Media,Pendiente,
C073,"Governance, Risk & Compliance",Cyber Risk Quantification,CYE,Media,Pendiente,
C074,"Governance, Risk & Compliance",Audit Management,AuditBoard,Alta,Pendiente,
C074,"Governance, Risk & Compliance",Audit Management,Diligent,Alta,Pendiente,
C074,"Governance, Risk & Compliance",Audit Management,TeamMate,Alta,Pendiente,
C074,"Governance, Risk & Compliance",Audit Management,ServiceNow,Alta,Pendiente,
C074,"Governance, Risk & Compliance",Audit Management,MetricStream,Alta,Pendiente,
C075,"Governance, Risk & Compliance",Business Continuity Management,Fusion Risk Management,Media,Pendiente,
C075,"Governance, Risk & Compliance",Business Continuity Management,ServiceNow,Media,Pendiente,
C075,"Governance, Risk & Compliance",Business Continuity Management,Archer,Media,Pendiente,
C075,"Governance, Risk & Compliance",Business Continuity Management,Castellan,Media,Pendiente,
C075,"Governance, Risk & Compliance",Business Continuity Management,Riskonnect,Media,Pendiente,
C076,"Governance, Risk & Compliance",Security Compliance Automation,Vanta,Alta,Pendiente,
C076,"Governance, Risk & Compliance",Security Compliance Automation,Drata,Alta,Pendiente,
C076,"Governance, Risk & Compliance",Security Compliance Automation,Secureframe,Alta,Pendiente,
C076,"Governance, Risk & Compliance",Security Compliance Automation,Sprinto,Alta,Pendiente,
C076,"Governance, Risk & Compliance",Security Compliance Automation,Scytale,Alta,Pendiente,
C077,Privacy,Privacy Management,OneTrust,Alta,Pendiente,
C077,Privacy,Privacy Management,TrustArc,Alta,Pendiente,
C077,Privacy,Privacy Management,Securiti,Alta,Pendiente,
C077,Privacy,Privacy Management,BigID,Alta,Pendiente,
C077,Privacy,Privacy Management,Transcend,Alta,Pendiente,
C078,Privacy,Consent & Preference Management,OneTrust,Alta,Pendiente,
C078,Privacy,Consent & Preference Management,Usercentrics,Alta,Pendiente,
C078,Privacy,Consent & Preference Management,Didomi,Alta,Pendiente,
C078,Privacy,Consent & Preference Management,TrustArc,Alta,Pendiente,
C078,Privacy,Consent & Preference Management,Ketch,Alta,Pendiente,
C079,Privacy,Data Subject Rights Automation,OneTrust,Media,Pendiente,
C079,Privacy,Data Subject Rights Automation,Transcend,Media,Pendiente,
C079,Privacy,Data Subject Rights Automation,Securiti,Media,Pendiente,
C079,Privacy,Data Subject Rights Automation,DataGrail,Media,Pendiente,
C079,Privacy,Data Subject Rights Automation,MineOS,Media,Pendiente,
C080,Privacy,Privacy Enhancing Technologies,Duality,Media,Pendiente,
C080,Privacy,Privacy Enhancing Technologies,Inpher,Media,Pendiente,
C080,Privacy,Privacy Enhancing Technologies,Fortanix,Media,Pendiente,
C080,Privacy,Privacy Enhancing Technologies,Privitar,Media,Pendiente,
C080,Privacy,Privacy Enhancing Technologies,Protegrity,Media,Pendiente,
C081,AI Security,"AI Trust, Risk & Security Management",IBM,Alta,Pendiente,
C081,AI Security,"AI Trust, Risk & Security Management",Microsoft,Alta,Pendiente,
C081,AI Security,"AI Trust, Risk & Security Management",Google,Alta,Pendiente,
C081,AI Security,"AI Trust, Risk & Security Management",Credo AI,Alta,Pendiente,
C081,AI Security,"AI Trust, Risk & Security Management",Holistic AI,Alta,Pendiente,
C081,AI Security,"AI Trust, Risk & Security Management",ModelOp,Alta,Pendiente,
C082,AI Security,AI Security Posture Management,Wiz,Alta,Pendiente,
C082,AI Security,AI Security Posture Management,Palo Alto Networks,Alta,Pendiente,
C082,AI Security,AI Security Posture Management,Protect AI,Alta,Pendiente,
C082,AI Security,AI Security Posture Management,HiddenLayer,Alta,Pendiente,
C082,AI Security,AI Security Posture Management,Robust Intelligence,Alta,Pendiente,
C083,AI Security,AI Runtime Security,Lakera,Alta,Pendiente,
C083,AI Security,AI Runtime Security,Palo Alto Networks,Alta,Pendiente,
C083,AI Security,AI Runtime Security,Protect AI,Alta,Pendiente,
C083,AI Security,AI Runtime Security,HiddenLayer,Alta,Pendiente,
C083,AI Security,AI Runtime Security,Cisco,Alta,Pendiente,
C083,AI Security,AI Runtime Security,Cloudflare,Alta,Pendiente,
C084,AI Security,LLM / GenAI Red Teaming,Microsoft PyRIT,Alta,Pendiente,
C084,AI Security,LLM / GenAI Red Teaming,Protect AI,Alta,Pendiente,
C084,AI Security,LLM / GenAI Red Teaming,HiddenLayer,Alta,Pendiente,
C084,AI Security,LLM / GenAI Red Teaming,Lakera,Alta,Pendiente,
C084,AI Security,LLM / GenAI Red Teaming,Giskard,Alta,Pendiente,
C084,AI Security,LLM / GenAI Red Teaming,Garak,Alta,Pendiente,
C085,AI Security,AI Governance Platforms,Credo AI,Alta,Pendiente,
C085,AI Security,AI Governance Platforms,Holistic AI,Alta,Pendiente,
C085,AI Security,AI Governance Platforms,IBM,Alta,Pendiente,
C085,AI Security,AI Governance Platforms,OneTrust,Alta,Pendiente,
C085,AI Security,AI Governance Platforms,ModelOp,Alta,Pendiente,
C085,AI Security,AI Governance Platforms,FairNow,Alta,Pendiente,
C086,AI Security,AI Gateway & Model Firewall,Cloudflare,Alta,Pendiente,
C086,AI Security,AI Gateway & Model Firewall,Kong,Alta,Pendiente,
C086,AI Security,AI Gateway & Model Firewall,Portkey,Alta,Pendiente,
C086,AI Security,AI Gateway & Model Firewall,Helicone,Alta,Pendiente,
C086,AI Security,AI Gateway & Model Firewall,Lakera,Alta,Pendiente,
C086,AI Security,AI Gateway & Model Firewall,Protect AI,Alta,Pendiente,
C087,AI Security,Model Supply Chain Security,Protect AI,Media,Pendiente,
C087,AI Security,Model Supply Chain Security,HiddenLayer,Media,Pendiente,
C087,AI Security,Model Supply Chain Security,JFrog,Media,Pendiente,
C087,AI Security,Model Supply Chain Security,GitHub,Media,Pendiente,
C087,AI Security,Model Supply Chain Security,Hugging Face,Media,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,Claroty,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,Nozomi Networks,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,Dragos,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,Armis,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,Microsoft,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,Forescout,Alta,Pendiente,
C089,OT / IoT / CPS Security,OT Network Detection & Response,Dragos,Alta,Pendiente,
C089,OT / IoT / CPS Security,OT Network Detection & Response,Nozomi Networks,Alta,Pendiente,
C089,OT / IoT / CPS Security,OT Network Detection & Response,Claroty,Alta,Pendiente,
C089,OT / IoT / CPS Security,OT Network Detection & Response,Darktrace,Alta,Pendiente,
C089,OT / IoT / CPS Security,OT Network Detection & Response,Armis,Alta,Pendiente,
C090,OT / IoT / CPS Security,IoT Security,Armis,Alta,Pendiente,
C090,OT / IoT / CPS Security,IoT Security,Forescout,Alta,Pendiente,
C090,OT / IoT / CPS Security,IoT Security,Palo Alto Networks,Alta,Pendiente,
C090,OT / IoT / CPS Security,IoT Security,Microsoft,Alta,Pendiente,
C090,OT / IoT / CPS Security,IoT Security,Phosphorus,Alta,Pendiente,
C091,OT / IoT / CPS Security,Medical Device Security,Claroty Medigate,Media,Pendiente,
C091,OT / IoT / CPS Security,Medical Device Security,Armis,Media,Pendiente,
C091,OT / IoT / CPS Security,Medical Device Security,Ordr,Media,Pendiente,
C091,OT / IoT / CPS Security,Medical Device Security,Forescout,Media,Pendiente,
C091,OT / IoT / CPS Security,Medical Device Security,Cynerio,Media,Pendiente,
C092,OT / IoT / CPS Security,Automotive Cybersecurity,Upstream Security,Media,Pendiente,
C092,OT / IoT / CPS Security,Automotive Cybersecurity,Argus,Media,Pendiente,
C092,OT / IoT / CPS Security,Automotive Cybersecurity,VicOne,Media,Pendiente,
C092,OT / IoT / CPS Security,Automotive Cybersecurity,C2A Security,Media,Pendiente,
C092,OT / IoT / CPS Security,Automotive Cybersecurity,Karamba,Media,Pendiente,
C093,Email & Collaboration Security,Email Security,Microsoft,Alta,Pendiente,
C093,Email & Collaboration Security,Email Security,Proofpoint,Alta,Pendiente,
C093,Email & Collaboration Security,Email Security,Mimecast,Alta,Pendiente,
C093,Email & Collaboration Security,Email Security,Cisco,Alta,Pendiente,
C093,Email & Collaboration Security,Email Security,Barracuda,Alta,Pendiente,
C093,Email & Collaboration Security,Email Security,Check Point,Alta,Pendiente,
C094,Email & Collaboration Security,Integrated Cloud Email Security,Abnormal Security,Alta,Pendiente,
C094,Email & Collaboration Security,Integrated Cloud Email Security,Material Security,Alta,Pendiente,
C094,Email & Collaboration Security,Integrated Cloud Email Security,Check Point Avanan,Alta,Pendiente,
C094,Email & Collaboration Security,Integrated Cloud Email Security,Sublime Security,Alta,Pendiente,
C094,Email & Collaboration Security,Integrated Cloud Email Security,Vade,Alta,Pendiente,
C095,Email & Collaboration Security,DMARC & Domain Protection,Proofpoint,Media,Pendiente,
C095,Email & Collaboration Security,DMARC & Domain Protection,Red Sift,Media,Pendiente,
C095,Email & Collaboration Security,DMARC & Domain Protection,Valimail,Media,Pendiente,
C095,Email & Collaboration Security,DMARC & Domain Protection,EasyDMARC,Media,Pendiente,
C095,Email & Collaboration Security,DMARC & Domain Protection,PowerDMARC,Media,Pendiente,
C096,Email & Collaboration Security,Collaboration Security,Microsoft,Media,Pendiente,
C096,Email & Collaboration Security,Collaboration Security,Netskope,Media,Pendiente,
C096,Email & Collaboration Security,Collaboration Security,Proofpoint,Media,Pendiente,
C096,Email & Collaboration Security,Collaboration Security,Check Point,Media,Pendiente,
C096,Email & Collaboration Security,Collaboration Security,Spin.AI,Media,Pendiente,
C097,Digital Risk & Fraud,Fraud Detection & Prevention,Feedzai,Alta,Pendiente,
C097,Digital Risk & Fraud,Fraud Detection & Prevention,BioCatch,Alta,Pendiente,
C097,Digital Risk & Fraud,Fraud Detection & Prevention,Featurespace,Alta,Pendiente,
C097,Digital Risk & Fraud,Fraud Detection & Prevention,NICE Actimize,Alta,Pendiente,
C097,Digital Risk & Fraud,Fraud Detection & Prevention,SAS,Alta,Pendiente,
C097,Digital Risk & Fraud,Fraud Detection & Prevention,LexisNexis,Alta,Pendiente,
C098,Digital Risk & Fraud,Account Takeover Prevention,BioCatch,Alta,Pendiente,
C098,Digital Risk & Fraud,Account Takeover Prevention,Transmit Security,Alta,Pendiente,
C098,Digital Risk & Fraud,Account Takeover Prevention,Arkose Labs,Alta,Pendiente,
C098,Digital Risk & Fraud,Account Takeover Prevention,HUMAN,Alta,Pendiente,
C098,Digital Risk & Fraud,Account Takeover Prevention,Sift,Alta,Pendiente,
C099,Digital Risk & Fraud,Bot Management,Cloudflare,Alta,Pendiente,
C099,Digital Risk & Fraud,Bot Management,Akamai,Alta,Pendiente,
C099,Digital Risk & Fraud,Bot Management,HUMAN,Alta,Pendiente,
C099,Digital Risk & Fraud,Bot Management,Imperva,Alta,Pendiente,
C099,Digital Risk & Fraud,Bot Management,DataDome,Alta,Pendiente,
C099,Digital Risk & Fraud,Bot Management,Kasada,Alta,Pendiente,
C100,Digital Risk & Fraud,Brand Protection,ZeroFox,Media,Pendiente,
C100,Digital Risk & Fraud,Brand Protection,Proofpoint,Media,Pendiente,
C100,Digital Risk & Fraud,Brand Protection,Bolster,Media,Pendiente,
C100,Digital Risk & Fraud,Brand Protection,Red Points,Media,Pendiente,
C100,Digital Risk & Fraud,Brand Protection,Corsearch,Media,Pendiente,
C101,Managed Security Services,Managed Detection & Response,Arctic Wolf,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,CrowdStrike,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,Sophos,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,Rapid7,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,Secureworks,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,ReliaQuest,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,IBM,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,NTT DATA,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,Orange Cyberdefense,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,Telefónica Tech,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,Accenture,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,Capgemini,Alta,Pendiente,
C103,Managed Security Services,Managed Cloud Security,Accenture,Media,Pendiente,
C103,Managed Security Services,Managed Cloud Security,Deloitte,Media,Pendiente,
C103,Managed Security Services,Managed Cloud Security,IBM,Media,Pendiente,
C103,Managed Security Services,Managed Cloud Security,Kyndryl,Media,Pendiente,
C103,Managed Security Services,Managed Cloud Security,Orange Cyberdefense,Media,Pendiente,
C104,Managed Security Services,Incident Response Retainer,Mandiant,Alta,Pendiente,
C104,Managed Security Services,Incident Response Retainer,CrowdStrike,Alta,Pendiente,
C104,Managed Security Services,Incident Response Retainer,Unit 42,Alta,Pendiente,
C104,Managed Security Services,Incident Response Retainer,Kroll,Alta,Pendiente,
C104,Managed Security Services,Incident Response Retainer,IBM X-Force,Alta,Pendiente,
C104,Managed Security Services,Incident Response Retainer,NCC Group,Alta,Pendiente,
C105,Hardware Security,Hardware Security Module,Thales,Alta,Pendiente,
C105,Hardware Security,Hardware Security Module,Entrust,Alta,Pendiente,
C105,Hardware Security,Hardware Security Module,Utimaco,Alta,Pendiente,
C105,Hardware Security,Hardware Security Module,Futurex,Alta,Pendiente,
C105,Hardware Security,Hardware Security Module,IBM,Alta,Pendiente,
C105,Hardware Security,Hardware Security Module,Fortanix,Alta,Pendiente,
C106,Hardware Security,Trusted Platform Module,Infineon,Media,Pendiente,
C106,Hardware Security,Trusted Platform Module,Nuvoton,Media,Pendiente,
C106,Hardware Security,Trusted Platform Module,STMicroelectronics,Media,Pendiente,
C106,Hardware Security,Trusted Platform Module,Intel,Media,Pendiente,
C106,Hardware Security,Trusted Platform Module,AMD,Media,Pendiente,
C107,Hardware Security,Secure Enclave / TEE,Intel,Media,Pendiente,
C107,Hardware Security,Secure Enclave / TEE,AMD,Media,Pendiente,
C107,Hardware Security,Secure Enclave / TEE,Arm,Media,Pendiente,
C107,Hardware Security,Secure Enclave / TEE,Apple,Media,Pendiente,
C107,Hardware Security,Secure Enclave / TEE,AWS Nitro,Media,Pendiente,
C107,Hardware Security,Secure Enclave / TEE,Microsoft,Media,Pendiente,
C108,Hardware Security,Smart Cards & Security Tokens,Yubico,Media,Pendiente,
C108,Hardware Security,Smart Cards & Security Tokens,Thales,Media,Pendiente,
C108,Hardware Security,Smart Cards & Security Tokens,HID Global,Media,Pendiente,
C108,Hardware Security,Smart Cards & Security Tokens,Feitian,Media,Pendiente,
C108,Hardware Security,Smart Cards & Security Tokens,Nitrokey,Media,Pendiente,
C109,Enterprise Cryptography,Enterprise Key Management,Thales,Alta,Pendiente,
C109,Enterprise Cryptography,Enterprise Key Management,Entrust,Alta,Pendiente,
C109,Enterprise Cryptography,Enterprise Key Management,Fortanix,Alta,Pendiente,
C109,Enterprise Cryptography,Enterprise Key Management,IBM,Alta,Pendiente,
C109,Enterprise Cryptography,Enterprise Key Management,HashiCorp,Alta,Pendiente,
C109,Enterprise Cryptography,Enterprise Key Management,AWS,Alta,Pendiente,
C110,Enterprise Cryptography,Public Key Infrastructure,Keyfactor,Alta,Pendiente,
C110,Enterprise Cryptography,Public Key Infrastructure,DigiCert,Alta,Pendiente,
C110,Enterprise Cryptography,Public Key Infrastructure,Sectigo,Alta,Pendiente,
C110,Enterprise Cryptography,Public Key Infrastructure,Entrust,Alta,Pendiente,
C110,Enterprise Cryptography,Public Key Infrastructure,AppViewX,Alta,Pendiente,
C110,Enterprise Cryptography,Public Key Infrastructure,Venafi,Alta,Pendiente,
C111,Enterprise Cryptography,Certificate Lifecycle Management,Venafi,Alta,Pendiente,
C111,Enterprise Cryptography,Certificate Lifecycle Management,Keyfactor,Alta,Pendiente,
C111,Enterprise Cryptography,Certificate Lifecycle Management,AppViewX,Alta,Pendiente,
C111,Enterprise Cryptography,Certificate Lifecycle Management,DigiCert,Alta,Pendiente,
C111,Enterprise Cryptography,Certificate Lifecycle Management,Sectigo,Alta,Pendiente,
C112,Enterprise Cryptography,Secrets Management,HashiCorp,Alta,Pendiente,
C112,Enterprise Cryptography,Secrets Management,CyberArk,Alta,Pendiente,
C112,Enterprise Cryptography,Secrets Management,Akeyless,Alta,Pendiente,
C112,Enterprise Cryptography,Secrets Management,AWS,Alta,Pendiente,
C112,Enterprise Cryptography,Secrets Management,Microsoft,Alta,Pendiente,
C112,Enterprise Cryptography,Secrets Management,Google,Alta,Pendiente,
C113,Enterprise Cryptography,Code Signing,DigiCert,Media,Pendiente,
C113,Enterprise Cryptography,Code Signing,Keyfactor,Media,Pendiente,
C113,Enterprise Cryptography,Code Signing,Sectigo,Media,Pendiente,
C113,Enterprise Cryptography,Code Signing,SignPath,Media,Pendiente,
C113,Enterprise Cryptography,Code Signing,Venafi,Media,Pendiente,
C114,Enterprise Cryptography,Crypto Agility Management,Keyfactor,Alta,Pendiente,
C114,Enterprise Cryptography,Crypto Agility Management,IBM,Alta,Pendiente,
C114,Enterprise Cryptography,Crypto Agility Management,Thales,Alta,Pendiente,
C114,Enterprise Cryptography,Crypto Agility Management,SandboxAQ,Alta,Pendiente,
C114,Enterprise Cryptography,Crypto Agility Management,InfoSec Global,Alta,Pendiente,
C114,Enterprise Cryptography,Crypto Agility Management,AppViewX,Alta,Pendiente,
C115,Post-Quantum Security,Post-Quantum Cryptography Discovery,SandboxAQ,Alta,Pendiente,
C115,Post-Quantum Security,Post-Quantum Cryptography Discovery,IBM,Alta,Pendiente,
C115,Post-Quantum Security,Post-Quantum Cryptography Discovery,Thales,Alta,Pendiente,
C115,Post-Quantum Security,Post-Quantum Cryptography Discovery,Keyfactor,Alta,Pendiente,
C115,Post-Quantum Security,Post-Quantum Cryptography Discovery,InfoSec Global,Alta,Pendiente,
C115,Post-Quantum Security,Post-Quantum Cryptography Discovery,Quantum Xchange,Alta,Pendiente,
C116,Post-Quantum Security,PQC Migration & Crypto Agility,IBM,Alta,Pendiente,
C116,Post-Quantum Security,PQC Migration & Crypto Agility,Thales,Alta,Pendiente,
C116,Post-Quantum Security,PQC Migration & Crypto Agility,SandboxAQ,Alta,Pendiente,
C116,Post-Quantum Security,PQC Migration & Crypto Agility,Keyfactor,Alta,Pendiente,
C116,Post-Quantum Security,PQC Migration & Crypto Agility,DigiCert,Alta,Pendiente,
C116,Post-Quantum Security,PQC Migration & Crypto Agility,Entrust,Alta,Pendiente,
C117,Post-Quantum Security,Quantum Key Distribution,ID Quantique,Media,Pendiente,
C117,Post-Quantum Security,Quantum Key Distribution,Toshiba,Media,Pendiente,
C117,Post-Quantum Security,Quantum Key Distribution,Quantum Xchange,Media,Pendiente,
C117,Post-Quantum Security,Quantum Key Distribution,QNu Labs,Media,Pendiente,
C117,Post-Quantum Security,Quantum Key Distribution,LuxQuanta,Media,Pendiente,
C118,Post-Quantum Security,Quantum Random Number Generation,ID Quantique,Media,Pendiente,
C118,Post-Quantum Security,Quantum Random Number Generation,QuintessenceLabs,Media,Pendiente,
C118,Post-Quantum Security,Quantum Random Number Generation,Quantum Dice,Media,Pendiente,
C118,Post-Quantum Security,Quantum Random Number Generation,Quside,Media,Pendiente,
C119,Security Consulting & Assurance,Cybersecurity Consulting,Deloitte,Alta,Pendiente,
C119,Security Consulting & Assurance,Cybersecurity Consulting,Accenture,Alta,Pendiente,
C119,Security Consulting & Assurance,Cybersecurity Consulting,PwC,Alta,Pendiente,
C119,Security Consulting & Assurance,Cybersecurity Consulting,EY,Alta,Pendiente,
C119,Security Consulting & Assurance,Cybersecurity Consulting,KPMG,Alta,Pendiente,
C119,Security Consulting & Assurance,Cybersecurity Consulting,IBM,Alta,Pendiente,
C120,Security Consulting & Assurance,Penetration Testing & Red Teaming,NCC Group,Alta,Pendiente,
C120,Security Consulting & Assurance,Penetration Testing & Red Teaming,Mandiant,Alta,Pendiente,
C120,Security Consulting & Assurance,Penetration Testing & Red Teaming,Kroll,Alta,Pendiente,
C120,Security Consulting & Assurance,Penetration Testing & Red Teaming,Bishop Fox,Alta,Pendiente,
C120,Security Consulting & Assurance,Penetration Testing & Red Teaming,IOActive,Alta,Pendiente,
C120,Security Consulting & Assurance,Penetration Testing & Red Teaming,Deloitte,Alta,Pendiente,
C121,Security Consulting & Assurance,Cybersecurity Audit & Certification,AENOR,Alta,Pendiente,
C121,Security Consulting & Assurance,Cybersecurity Audit & Certification,BSI,Alta,Pendiente,
C121,Security Consulting & Assurance,Cybersecurity Audit & Certification,SGS,Alta,Pendiente,
C121,Security Consulting & Assurance,Cybersecurity Audit & Certification,Bureau Veritas,Alta,Pendiente,
C121,Security Consulting & Assurance,Cybersecurity Audit & Certification,TÜV,Alta,Pendiente,
C121,Security Consulting & Assurance,Cybersecurity Audit & Certification,DNV,Alta,Pendiente,
C122,Security Consulting & Assurance,Digital Forensics,Kroll,Media,Pendiente,
C122,Security Consulting & Assurance,Digital Forensics,Mandiant,Media,Pendiente,
C122,Security Consulting & Assurance,Digital Forensics,CrowdStrike,Media,Pendiente,
C122,Security Consulting & Assurance,Digital Forensics,Cellebrite,Media,Pendiente,
C122,Security Consulting & Assurance,Digital Forensics,Magnet Forensics,Media,Pendiente,
C077,Privacy,Privacy Management,Govertis,Alta,Pendiente,
C076,"Governance, Risk & Compliance",Security Compliance Automation,Govertis,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,S21sec,Alta,Pendiente,
C120,Security Consulting & Assurance,Penetration Testing & Red Teaming,S21sec,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,S2 Grupo,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,S2 Grupo,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,Indra,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,Indra,Alta,Pendiente,
C119,Security Consulting & Assurance,Cybersecurity Consulting,Indra,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,GMV,Alta,Pendiente,
C119,Security Consulting & Assurance,Cybersecurity Consulting,GMV,Alta,Pendiente,
C120,Security Consulting & Assurance,Penetration Testing & Red Teaming,Tarlogic,Alta,Pendiente,
C055,Threat Intelligence,Threat Intelligence Platform,CounterCraft,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,Aiuken,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,Aiuken,Alta,Pendiente,
C055,Threat Intelligence,Threat Intelligence Platform,Hispasec,Alta,Pendiente,
C063,Exposure Management,Vulnerability Management,Hispasec,Alta,Pendiente,
C061,Exposure Management,External Attack Surface Management,ElevenPaths,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,ElevenPaths,Alta,Pendiente,
C069,"Governance, Risk & Compliance",Enterprise GRC,GlobalSuite Solutions,Alta,Pendiente,
C076,"Governance, Risk & Compliance",Security Compliance Automation,GlobalSuite Solutions,Alta,Pendiente,
C019,Endpoint Security,Endpoint Protection Platform,ESET,Alta,Pendiente,
C020,Endpoint Security,Endpoint Detection & Response,ESET,Alta,Pendiente,
C019,Endpoint Security,Endpoint Protection Platform,Bitdefender,Alta,Pendiente,
C020,Endpoint Security,Endpoint Detection & Response,Bitdefender,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,Bitdefender,Alta,Pendiente,
C019,Endpoint Security,Endpoint Protection Platform,Kaspersky,Alta,Pendiente,
C020,Endpoint Security,Endpoint Detection & Response,Kaspersky,Alta,Pendiente,
C055,Threat Intelligence,Threat Intelligence Platform,Kaspersky,Alta,Pendiente,
C019,Endpoint Security,Endpoint Protection Platform,WithSecure,Alta,Pendiente,
C020,Endpoint Security,Endpoint Detection & Response,WithSecure,Alta,Pendiente,
C019,Endpoint Security,Endpoint Protection Platform,G DATA,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,Airbus CyberSecurity,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,Airbus CyberSecurity,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,Atos,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,Atos,Alta,Pendiente,
C119,Security Consulting & Assurance,Cybersecurity Consulting,Atos,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,BT Security,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,BT Security,Alta,Pendiente,
C088,OT / IoT / CPS Security,OT Security Platform,Leonardo,Alta,Pendiente,
C102,Managed Security Services,Managed SIEM / SOC,Leonardo,Alta,Pendiente,
C019,Endpoint Security,Endpoint Protection Platform,Tanium,Alta,Pendiente,
C063,Exposure Management,Vulnerability Management,Tanium,Alta,Pendiente,
C001,Network Security,Enterprise Firewall / NGFW,WatchGuard,Alta,Pendiente,
C019,Endpoint Security,Endpoint Protection Platform,WatchGuard,Alta,Pendiente,
C001,Network Security,Enterprise Firewall / NGFW,SonicWall,Alta,Pendiente,
C093,Email & Collaboration Security,Email Security,SonicWall,Alta,Pendiente,
C047,Security Operations,Security Information & Event Management,LogRhythm,Alta,Pendiente,
C047,Security Operations,Security Information & Event Management,Sumo Logic,Alta,Pendiente,
C019,Endpoint Security,Endpoint Protection Platform,Deep Instinct,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,Huntress,Alta,Pendiente,
C002,Network Security,Secure Service Edge (SSE),Menlo Security,Alta,Pendiente,
C021,Endpoint Security,Extended Detection & Response,Cynet,Alta,Pendiente,
C101,Managed Security Services,Managed Detection & Response,Cynet,Alta,Pendiente,
